place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
7,1,FOLLOW ME(B440),J Moreira,J Size,133,1112,1,2-1/4,"9                                                            

9                                                            

6                                                            

7",1:22.01,4.2,9(302),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/01/01
8,14,FARSHAD(B238),S de Sousa,Y S Tsui,115,1128,8,3-1/2,"5                                                            

6                                                            

7                                                            

8",1:22.20,13,9(302),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/01/01
9,3,REEL BIZZY(C138),G van Niekerk,C S Shum,129,1053,3,6,"10                                                            

10                                                            

10                                                            

9",1:22.62,7.5,9(302),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/01/01
10,11,PAKISTAN FRIEND(B370),N Callan,P O'Sullivan,122,1064,13,6-1/4,"13                                                            

12                                                            

12                                                            

10",1:22.67,48,9(302),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/01/01
11,5,SMILING CITY(D113),L Hewitson,D J Whyte,125,1045,9,8-1/4,"4                                                            

4                                                            

5                                                            

11",1:22.98,78,9(302),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/01/01
12,9,UNITE SPIRIT(C494),T Piccone,D E Ferraris,123,965,5,8-1/2,"14                                                            

14                                                            

14                                                            

12",1:23.00,73,9(302),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/01/01
13,6,DIVINE UNICORN(C269),H N Wong,Y S Tsui,121,1207,7,8-3/4,"12                                                            

13                                                            

11                                                            

13",1:23.06,129,9(302),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/01/01
14,8,RAKKIKYATTO(C503),C Y Ho,K W Lui,123,1234,12,9-1/2,"7                                                            

8                                                            

13                                                            

14",1:23.17,42,9(302),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/01/01
WV,,MY DARLING(V142),---,T P Yung,130,---,---,---,---,---,---,9(302),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/01/01
1,5,CHARITY GO(B478),T Piccone,C S Shum,125,1058,13,-,"14                                                            

14                                                            

13                                                            

1",1:34.67,25,10(303),Class 3 - 1600M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/01/01
2,9,SMART PATCH(B398),Z Purton,K L Man,121,1230,6,HD,"4                                                            

5                                                            

4                                                            

2",1:34.70,3.8,10(303),Class 3 - 1600M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/01/01
3,13,ENZEMBLE(D059),L Hewitson,D J Whyte,116,1062,11,1,"8                                                            

9                                                            

9                                                            

3",1:34.84,150,10(303),Class 3 - 1600M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/01/01
4,6,CALIFORNIA DADDY(D131),A Badel,R Gibson,123,1155,7,1-1/2,"2                                                            

2                                                            

2                                                            

4",1:34.90,9.4,10(303),Class 3 - 1600M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/01/01
5,2,PACKING WARRIOR(C069),K Teetan,A S Cruz,131,1197,3,1-3/4,"7                                                            

7                                                            

7                                                            

5",1:34.95,3.7,10(303),Class 3 - 1600M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/01/01
6,8,I DO(C038),K C Leung,W Y So,121,1104,12,2,"11                                                            

12                                                            

12                                                            

6",1:34.99,32,10(303),Class 3 - 1600M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/01/01
7,4,VINCY(B213),J Moreira,F C Lor,129,1070,8,2-1/2,"10                                                            

10                                                            

10                                                            

7",1:35.08,6.4,10(303),Class 3 - 1600M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/01/01
8,11,UNIVERSAL GO GO(B132),H N Wong,K W Lui,116,1123,2,3-1/2,"5                                                            

4                                                            

3                                                            

8",1:35.25,44,10(303),Class 3 - 1600M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/01/01
9,14,EZRA(C056),G van Niekerk,A T Millard,115,1112,14,4-1/4,"12                                                            

13                                                            

14                                                            

9",1:35.35,6.1,10(303),Class 3 - 1600M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/01/01
10,7,JOLLY HONOUR(C080),C Y Ho,Y S Tsui,122,1044,9,5-3/4,"6                                                            

6                                                            

6                                                            

10",1:35.60,22,10(303),Class 3 - 1600M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/01/01
11,12,AMAZING LUCK(B401),M L Yeung,P O'Sullivan,118,1185,5,6-3/4,"1                                                            

1                                                            

1                                                            

11",1:35.74,17,10(303),Class 3 - 1600M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/01/01
12,3,CHUNG WAH SPIRIT(A168),T H So,C H Yip,114,1088,1,7,"9                                                            

8                                                            

8                                                            

12",1:35.79,97,10(303),Class 3 - 1600M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/01/01
13,10,GO BALLISTIC(C493),N Callan,D E Ferraris,120,1122,10,7-1/2,"3                                                            

3                                                            

5                                                            

13",1:35.88,33,10(303),Class 3 - 1600M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/01/01
14,1,DUCKETT'S GROVE(D171),M F Poon,J Size,131,1131,4,7-3/4,"13                                                            

11                                                            

11                                                            

14",1:35.93,62,10(303),Class 3 - 1600M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/01/01
WV,,HELLO BEAUTY(B410),S de Sousa,J Moore,129,---,---,---,---,---,---,10(303),Class 3 - 1600M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/01/01
1,12,TRUST ME(C134),M F Poon,C H Yip,118,1098,6,-,"9                                                            

8                                                            

1",0:57.00,14,1(304),Class 4 - 1000M - (60-35),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/01/05
2,6,PRESIDENT'S CHOICE(D038),S de Sousa,C W Chang,127,1002,3,1-1/2,"13                                                            

13                                                            

2",0:57.24,27,1(304),Class 4 - 1000M - (60-35),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/01/05
3,13,BELLA BABY(B365),K Teetan,W Y So,119,1001,10,2-1/2,"12                                                            

9                                                            

3",0:57.38,38,1(304),Class 4 - 1000M - (60-35),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/01/05
4,4,COMPASSION SPIRIT(D167),M L Yeung,K L Man,127,1111,12,2-3/4,"6                                                            

1                                                            

4",0:57.43,9.9,1(304),Class 4 - 1000M - (60-35),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/01/05
5,5,EIGHT TRIGRAMS(C102),G van Niekerk,D J Hall,127,1124,14,2-3/4,"11                                                            

7                                                            

5",0:57.44,4.5,1(304),Class 4 - 1000M - (60-35),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/01/05
6,1,HAPPY VICTORY(B195),K H Chan,T P Yung,123,1100,2,3,"8                                                            

10                                                            

6",0:57.47,18,1(304),Class 4 - 1000M - (60-35),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/01/05
